match_id,season,round_number,match_date,home_team_id,away_team_id,home_score,away_score,winner_team_id
580,2025,21,2025-07-19,10,8,107,91,10
581,2025,21,2025-07-19,16,18,120,99,16
582,2025,21,2025-07-19,11,5,120,90,11
583,2025,21,2025-07-19,2,12,106,89,2
584,2025,21,2025-07-19,4,7,101,112,7
585,2025,21,2025-07-19,1,13,101,98,1
586,2025,22,2025-07-26,6,13,83,100,13
587,2025,22,2025-07-26,2,1,89,106,1
588,2025,22,2025-07-26,7,4,100,84,7
589,2025,22,2025-07-26,9,3,100,99,9
590,2025,22,2025-07-26,18,16,117,102,18
591,2025,22,2025-07-26,10,5,112,76,10
592,2025,22,2025-07-26,14,17,74,64,14
593,2025,22,2025-07-26,8,15,101,107,15
594,2025,22,2025-07-26,12,11,78,98,11
